	close	Times	E_M_A	Momentum	Av_True_Range	CCI	MACDHist	Return
0	1768.07763671875	2010-06-29	1768.07763671875				0.0	0.0
1	1791.95751953125	2010-06-30	1769.6182743195566	0.013506127964390173			1.523958333333212	0.013506127964390213
2	1748.1781005859375	2010-07-01	1768.2350373044844	-0.024431058475518193			-0.3981161710587912	-0.024431058475518186
3	1733.25341796875	2010-07-02	1765.978158637663	-0.008537278102377092			-2.5369897259694336	-0.008537278102377144
4	1778.02734375	2010-07-06	1766.7555254191043	0.025832302026394884			-0.8840174056605175	0.02583230202639486
5	1788.9727783203125	2010-07-07	1768.1888965740209	0.006155942769264569			0.9021184834638101	0.006155942769264566
6	1817.826904296875	2010-07-08	1771.3913486851727	0.016128879279903842			3.8189212600317552	0.016128879279903918
7	1825.786376953125	2010-07-09	1774.9007053476214	0.004378564668305797			5.94934846043353	0.004378564668305884
8	1834.741455078125	2010-07-12	1778.7613988786218	0.004904778695930598			7.525187616640804	0.004904778695930645
9	1888.470458984375	2010-07-13	1785.8394027564125	0.029284237164610295			11.511029556920969	0.02928423716461026
10	1893.4449462890625	2010-07-14	1792.7816958875512	0.0026341356207196347			13.660834817071425	0.0026341356207195687
11	1884.490478515625	2010-07-15	1798.6983915409755	-0.0047291936271964185			13.627102333578119	-0.004729193627196371
12	1872.55078125	2010-07-16	1803.4630618447839	-0.006335769483446612			12.004969712200985	-0.006335769483446607
13	1881.505615234375	2010-07-19	1808.4980652892737	0.004782158152419932			10.778371945892602	0.004782158152419891
14	1869.565673828125	2010-07-20	1812.4379110014577	-0.00634595045030608	1881.505615234375		8.50596620439486	-0.006345950450306059
15	1910.360107421875	2010-07-21	1818.7554720608396	0.021820273106651165	1750.3105248950776		9.043189346481693	0.021820273106651245
16	1939.214111328125	2010-07-22	1826.526997174858	0.015103960658595357	1628.6997011878007		10.53064973101094	0.015103960658595428
17	1930.2593994140625	2010-07-23	1833.2194102225487	-0.004617701501733408	1514.8514559254722		10.098859882212661	-0.004617701501733462
18	1918.3203125	2010-07-26	1838.7097910146426	-0.006185224078010787	1409.135229040217		8.273283121676748	-0.006185224078010809
19	1860.610595703125	2010-07-27	1840.122746155835	-0.030083462298153087	1313.599747168002		2.729976321081452	-0.030083462298153063
20	1855.635986328125	2010-07-28	1841.123600360499	-0.0026736434730019877	1222.685061107915	11.738664348233444	-1.4937331532712435	-0.0026736434730020298
21	1811.8568115234375	2010-07-29	1839.2354204355274	-0.023592544619333654	1139.3303300012938	-26.47870094390687	-7.1419429495641396	-0.02359254461933369
22	1801.906982421875	2010-07-30	1836.827134112066	-0.0054915096150432155	1060.0816900170826	-66.3405433430645	-11.21172571584382	-0.005491509615043189
23	1805.88671875	2010-08-02	1834.8309782822553	0.0022086247331013654	985.9961775082375	-69.07336369333905	-13.164330146795493	0.002208624733101461
24	1792.9522705078125	2010-08-03	1832.1291261677752	-0.00716238073401441	918.2685365699725	-97.36645708510265	-14.736989036311048	-0.0071623807340144285
25	1821.8062744140625	2010-08-04	1831.463135732052	0.01609301283746821	856.4446324615355	-82.95751088713176	-13.28863407386902	0.016093012837468113
26	1727.283447265625	2010-08-05	1824.7418655084118	-0.051884126471591144	800.458120352301	-197.59995676368183	-17.866024958276352	-0.05188412647159113
27	1680.5191650390625	2010-08-06	1815.4371751555507	-0.027073890102167462	746.9071058949702	-267.2288218891807	-22.891723158402293	-0.02707389010216743
28	1707.3839111328125	2010-08-09	1808.4659968315032	0.015985980197450202	695.9729982509074	-198.0042095035202	-23.18394885047725	0.015985980197450234
29	1724.2984619140625	2010-08-10	1803.0358332884425	0.009906706201786545	648.2505990655463	-151.69220307641197	-21.076164033760335	0.009906706201786575
