	low	high	open	close	volume	Times	E_M_A	Momentum	Av_True_Range	CCI	MACDHist	Return
0	70.9115066479352	73.10365477956199	72.60646731243754	71.34089660644531	3697872	2010-06-29	71.34089660644531				0.0	0.0
1	70.9905958670509	72.03582603066772	71.18834288953052	71.95672607421875	2372390	2010-06-30	71.38062753985005	0.008632208131202548			0.03930079794337189	0.008632208131202468
2	71.47085344259195	72.23358559397573	72.23358559397573	71.7646484375	991553	2010-07-01	71.40540308163392	-0.0026693493047562256			0.049526043426365046	-0.0026693493047562633
3	71.49910885229603	72.93982778906668	71.49910885229603	72.13754272460938	2189854	2010-07-02	71.45263789730976	0.005196072094384041			0.07693358007983032	0.005196072094383997
4	71.2849829225519	73.0870660066142	71.79823073197161	72.76770782470703	2037285	2010-07-06	71.53748111843217	0.00873560529367295			0.12991697066479907	0.008735605293672899
5	72.14038523187118	73.28094662778153	72.76769313096688	72.60801696777344	1169720	2010-07-07	71.60654794742193	-0.0021945291628297442			0.14545046513617677	-0.002194529162829695
6	72.48826253818815	73.28095081362845	72.48826253818815	73.17829895019531	1133534	2010-07-08	71.70795123792344	0.00785425640635511			0.1829504490269171	0.007854256406355065
7	72.83043447447339	75.39098645748828	73.32657551589483	74.7408676147461	3644079	2010-07-09	71.90362326223458	0.021352896787260055			0.29516122861318633	0.021352896787260045
8	74.45001624506976	76.01828597098768	74.59258569369564	74.541259765625	2373740	2010-07-12	72.07379335922751	-0.0026706654002195697			0.33518629258547106	-0.0026706654002195407
9	73.28664918415066	74.5583716669619	74.5583716669619	73.8797378540039	990145	2010-07-13	72.1903059072776	-0.008874573809204084			0.2976263347736068	-0.00887457380920409
10	73.58319692816747	74.7978952106841	73.79420482461836	74.27323913574219	1283438	2010-07-14	72.32468869621081	0.0053262409040472185			0.2800573082855603	0.005326240904047319
11	74.33596325378717	75.96126310638448	74.42150260817121	75.17997741699219	2506716	2010-07-15	72.5089008717451	0.012208142418467034			0.30805448670078905	0.012208142418467016
12	74.4671424401482	76.61139452260971	74.64962951481115	76.30914306640625	4385579	2010-07-16	72.7540777875297	0.015019499715343734			0.376636697746783	0.015019499715343665
13	75.79588177733886	77.67210722592017	75.87572275990486	77.4439926147461	2583779	2010-07-19	73.0566529376727	0.014871737549880065			0.46656593008411307	0.014871737549880137
14	76.80527667021805	78.29370543673875	77.54663896955007	77.84888458251953	3578551	2010-07-20	73.3658291728241	0.005228190775075588	1.4884287665206983		0.5175132372372198	0.005228190775075525
15	77.84889457530456	80.06728338123258	77.84889457530456	78.63018035888672	3242717	2010-07-21	73.70546473321525	0.010036056143348038	1.5405694831058665		0.5641983812295126	0.010036056143348127
16	78.01427692287399	79.15483849122002	79.15483849122002	78.6758041381836	2159102	2010-07-22	74.0261317916003	0.0005802324131604085	1.5119974891944497		0.5575299811072991	0.0005802324131602976
17	78.80127975592117	80.42087594162943	78.80127975592117	80.24408721923828	5119824	2010-07-23	74.42729020628663	0.019933486517661855	1.5286456544981204		0.6136720175422097	0.019933486517661914
18	79.98172974727287	81.4245366808014	80.24405775418413	80.38662719726562	2930450	2010-07-26	74.81176356054334	0.0017763299822690264	1.5225143172860067		0.6138530837501057	0.0017763299822690648
19	79.89619728475618	81.08238056716856	79.89619728475618	80.97972869873047	3357985	2010-07-27	75.2096967952651	0.007378111536007052	1.49849067193789		0.6063040946583707	0.0073781115360069816
20	80.69459703665974	81.56712641491694	81.32190505868373	81.51580047607422	3692240	2010-07-28	75.61654219402698	0.006619826788233659	1.4537791509606977	150.6999844854586	0.589284393707181	0.006619826788233585
21	79.36010349586012	81.60700647825828	81.51005881415695	79.50837707519531	6039128	2010-07-29	75.86762831539268	-0.024626187673494136	1.5104308532062312	103.87391700431208	0.40355781634934207	-0.024626187673494115
22	78.41347055989876	79.42856929981963	79.42856929981963	79.08069610595703	3918300	2010-07-30	76.07492301155811	-0.0053790680299486	1.4750499879715626	64.11607691268125	0.22172081286498213	-0.005379068029948586
23	79.05788371323288	82.83883805371657	79.05788371323288	81.86366271972656	5718738	2010-08-02	76.44839008950447	0.03519147846195925	1.6397574417224288	112.76850068417805	0.25624459663236654	0.035191478461959136
24	80.98543650932913	82.57651737753852	81.55001602009521	81.12800598144531	2338996	2010-08-03	76.75030079221034	-0.008986364814873839	1.6362805436143546	110.28682986051955	0.1994349810003735	-0.008986364814873804
25	80.82004325722622	82.23433520628429	80.97971941902793	82.13168334960938	2309302	2010-08-04	77.09748676365544	0.012371527637368682	1.6204242154317627	105.21414227399224	0.1989031005801798	0.012371527637368596
26	82.16590641329184	85.17127911741751	82.16590641329184	84.49264526367188	5585691	2010-08-05	77.57459376365651	0.028746055331809156	1.7217936120300752	154.48935554402013	0.319838284815237	0.028746055331809073
27	83.94518114829891	84.85762801412385	84.28735017074172	84.51546478271484	2906974	2010-08-06	78.02239189391834	0.00027007698684018054	1.6639831301582793	156.84389093204007	0.36062328830365953	0.00027007698684022863
28	84.54395563277843	86.80796559054508	84.54395563277843	86.46009826660156	5151466	2010-08-09	78.56676004699467	0.023009202977067888	1.7088772499919906	183.23707218298895	0.470857438098121	0.023009202977067877
29	83.54598601761916	87.58926834879054	86.46011523186395	83.69425964355469	3825286	2010-08-10	78.8975664725792	-0.03198976959890044	1.8756204700762331	137.47506845755956	0.3171578063692655	-0.03198976959890043
30	83.2608407106223	84.97167986364171	83.2608407106223	84.31585693359375	2021872	2010-08-11	79.24713359909627	0.0074270002827718645	1.8638503760007457	107.80004707107973	0.22154216181053155	0.007427000282771878
31	83.38060461238214	86.62549446390594	84.2873472788145	84.92606353759766	4129543	2010-08-12	79.61351617577378	0.007237151185980335	1.9624960528238204	122.6646779386221	0.1661128988491436	0.0072371511859803395
